# vla_name        ra              dec              f_fw250             e_fw250          f_vw250             e_vw250            fwhm250            d250               f_sse250          quality250       f_fw350            e_fw350            f_vw350             e_vw350           fwhm350             d350               f_sse350         quality350        f_fw500                  e_fw500          f_vw500              e_vw500          fwhm500             d500               f_sse500         quality500       
  "[SMR2006]-9--" 34.5142097473   -5.64041996002   196.95764441        56.7766478759    290.413735973       77.8684435971      10.7435893142      0.25520825843      9.73577134027     -7.72593439256   93.0511559027      34.0849242546      331.116688947       103.200233049     8.81569817254       0.373316176497     8.30339958504    -10.2112624033    72.5658160255            15.9370636556    -41.5348903892       17.3176707962    39.1144792202       0.968740448456     15.2493728932    -2.88558170779   
  "[SMR2006]-243" 34.5589599609   -5.63474988937   117.682302688       46.6359787444    395491.266819       3.08490234291E9    0.193132538241     0.200876630819     71.3852064538     210.815329948    132.106671212      32.9358747177      569.109028067       152.37532598      7.35147432313       0.0618779160525    35.4270204101    73.7411139105     50.1062973365            16.0329588408    191.740196652        64.0852272867    11.9564652546       0.355329651138     13.6557908823    -6.7623594869    
  "[SMR2006]-186" 34.5012512207   -5.63466978073   149.629033412       38.3818808104    -8.60563923579E54   0.0                1.97492786176E52   4.02107531848E51   1.25230821548     -16.8041782221   95.7070082613      18.4011226609      383.191401044       75.3687212878     8.91780020133       0.207097002269     1.92360924503    -16.5315863471    40.0249262831            10.1770949916    3550.09344127        307.331771573    2.5712028596        0.330192945235     1.0E-4           -18.2098802262   
  "[SMR2006]-480" 34.5264587402   -5.62833023071   128.350583428       38.2507876794    6359.49633243       987.933897842      0.745743565642     0.0534656067399    32.2593999743     43.9064450737    115.808476873      26.0571672968      1.812210658E8       3.21376493E9      0.273567644213      0.229052680877     29.6592420812    64.6598341462     55.1963026744            14.0861827685    24.3333576839        93.9281611932    5.1413994537        0.120424133999     22.1648121043    10.4508574919    
  "[SMR2006]-83-" 34.5076713562   -5.62267017365   113.210153252       22.4583786063    195.877540462       48.0063029575      11.3573794382      0.183378246848     15.2089508425     3.12567361088    59.9265842281      18.8603568486      2652.99557491       409.702821918     1.89939208831       0.136846030758     24.1033095255    82.2494213132     39.6410091954            10.5826677678    529.506868884        2760.59843962    0.606577656356      0.105524982463     13.1915919759    -3.92710019476   
  "[SMR2006]-37-" 34.5286216736   -5.62164020538   91.5254713767       33.4864909664    68.4529371507       24.456544391       69.8380249085      0.626138360784     2.69156449087     -16.1999278752   60.8519151109      49.8890833086      775.539959613       271.366370505     4.39395402254       0.265878510295     16.098871819     10.4566715678     32.4874218575            11.7660991069    4.75068000402E7      2.367766537E8    0.332189950757      0.160465626785     6.58089977959    -13.7992596764   
  "[SMR2006]-370" 34.5835418701   -5.61830997467   -47.1486118282      23.58168247      -64267.9500393      0.0                4692.58534736      0.741877502174     1.0E-4            -18.2689623185   -42.7448682051     18.5050012441      -27036.0872942      7593051.00849     2841.83590137       0.54870066501      1.0E-4           -18.1613734383    -24.7378220208           9.94293610331    -2949.29708963       161337.052392    1152.41336387       0.46138924329      0.162370518682   -16.9569553111   
  "[SMR2006]-25-" 34.4807090759   -5.618060112     -25.3929198516      8.54328480697    -3782.05362924      208813.965653      1616.08014062      0.675866715425     0.317709297121    -17.2882422147   -30.1429653387     8.40870224317      -3758.57818921      190844.41668      1660.95458713       0.879066985788     1.38371029269    -16.8720493834    -24.5144663792           4.81444167745    -1312.30475267       26430.4214232    1115.71375883       0.872658579552     1.0E-4           -19.3927029613   
  "[SMR2006]-205" 34.4271697998   -5.61721992493   82.5342418276       1.96477724861    84.1522828169       2.84740335788      17.1927581156      0.0144896029747    79.4847871031     508.531020404    40.8973775529      1.64295369137      43.4523900729       2.51482862901     22.4093510137       0.0183002445208    41.2408714849    318.889284817     13.2635825767            1.61570731118    13.0088797115        1.49409603115    58.47743623         0.465382318826     16.6776133136    9.0283341848     
  "[SMR2006]-129" 34.6307487488   -5.608689785     26.3080605231       2.5987572603     29.6432385658       3.97540739354      15.5360143302      0.0198914426252    33.4749203908     38.3361220516    14.5469398374      2.58625793107      15.5285817013       3.70131872149     22.2989237663       0.0289725842726    16.4240542818    3.09751806196     8.0882223508             3.40534374563    15.0215965643        7.59651987765    19.7443948476       0.327766913467     4.26014215466    -15.5338694227   
  "[SMR2006]-27-" 34.4788284302   -5.60828018188   -16.7858394721      8.44440114367    37.7977428567       221.649235024      0.918913928265     0.0508497105843    3.11895858985     -15.6237314891   38.2335567263      15.9343997858      9574.42864302       4124000.79536     0.106822708239      0.11677153748      1.0E-4           -19.328238253     -41120.4218366           0.0              0.0                  0.0              0.0                 0.0                1.0E-4           -17.7295486756   
  "[SMR2006]-253" 34.4651298523   -5.60786008835   79.4994445323       1.76741392684    74.9296382278       2.22946516169      18.6263247081      0.0134269796408    76.9393549945     620.568375694    42.0939459065      2.70162777059      30.2518420897       2.48554072988     37.0008524743       0.111255727016     35.5483481632    224.627796991     20.6846268434            1.88089594738    18.2790919278        2.05352628388    42.1655997223       0.107045713061     17.0619544769    28.3754534222    
  "[SMR2006]-171" 34.6406707764   -5.60427999496   17.8863542067       2.90140060075    16.6649954865       3.66602844626      19.171916227       0.244327462678     10.4206089819     -10.9059753652   22.5159678774      2.63074231164      20.1786332953       2.49944826248     55.2269367464       0.61328713454      7.69903032016    -12.3017170964    16.2347977942            3.56663667155    13.4991811539        3.37709445901    50.0842140313       0.679815368421     1.0E-4           -17.1940017499   
